Name,Start Date,Tickets Available,Currency Type,Lowest Ticket Price,Highest Ticket Price,Ticket Limit,Seatmap,Promoter,Venue,Venue URL,Please Note
Night Cap,2/13/2025,2024-12-19T18:00:00Z,USD,15,15,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/0A00618CBA842D00/staticImage?type=png&systemId=HOST,LIVE NATION MUSIC,Voodoo Room at the House of Blues San Diego,https://www.ticketmaster.com/voodoo-room-at-the-house-of-tickets-san-diego/venue/82846,"Doors: 7PM Show: 8PM All ages welcome. All persons under the age of 18 must be accompanied by a parent, guardian, or by a responsible adult 25 years of age or older who has written authorization from a parent or guardian. This performance will be in the Voodoo Room at House of Blues San Diego. *All times and supporting acts are subject to change without notice."
The King Comes Home,2/13/2025,2024-07-09T14:00:00Z,USD,39.99,69.99,,https://mapsapi.tmol.io/maps/geometry/3/event/170060E50121780D/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Westgate Las Vegas Resort & Casino,https://www.ticketmaster.com/westgate-las-vegas-resort-casino-tickets-las-vegas/venue/188945,
Donny,2/13/2025,2024-09-12T17:00:00Z,USD,65,150,There is an overall 20 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/39006125A1ED3A7C/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Harrah's Showroom at Harrah's Las Vegas,https://www.ticketmaster.com/harrahs-showroom-at-harrahs-las-vegas-tickets-las-vegas/venue/467856,"GROUPS: Orders of 20 or more should be referred to the Group Sales department at EntGroupSales@caesars.com The venue reserves the right to implement security procedures designed to protect the experience for all of our customers. NOTE: Photos and videos are for personal use only. Livestreaming and broadcasting are prohibited. Professional audio, video recording, and lighting equipment are not permitted in the venue."
The Rat Pack Is Back (Las Vegas),2/13/2025,2024-11-24T18:00:00Z,USD,89.95,99.95,There is an overall 10 ticket limit for this event.,,PROMOTED BY VENUE,The Copa Room at Tuscany Suites,https://www.ticketmaster.com/the-copa-room-at-tuscany-suites-tickets-las-vegas/venue/467926,
"DENM, Tunnel Vision, Chad Tepper",2/13/2025,2024-10-16T17:00:00Z,USD,30,49.75,,,,Belly Up,https://www.ticketweb.com/venue/belly-up-solana-beach-ca/432305,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
Baron Von Yeti,2/13/2025,2025-01-05T19:50:00Z,USD,0,0,,,,Lil' Indies,https://www.ticketweb.com/venue/lil-indies-orlando-fl/494795,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
KEXP Presents: The Music of Jason Molina - A Benefit for MusiCares,2/13/2025,2024-12-17T18:00:00Z,USD,15,15,,,,Tractor,https://www.ticketweb.com/venue/tractor-seattle-wa/18807,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund. Please see the venue's website for their current COVID policy. This ticket is for admission to a live music venue. It provides the holder to observe a musical performance and nothing else. Other goods and services may be purchased once inside the venue. Please note, seating is limited and is available on a first come, first served basis."
Amy Grant,2/13/2025,2024-12-05T18:00:00Z,USD,65,84,Please note: There is a ticket limit of 10 tickets per person and per credit card on this event.,https://mapsapi.tmol.io/maps/geometry/3/event/0F00617BDA4C5ED3/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Pantages Theater,https://www.ticketmaster.com/pantages-theater-tickets-tacoma/venue/122979,"All patrons must have a ticket for entry regardless of age or seating requirements, including infants. No refunds. No exchanges. AVOID FRAUD: Buy your tickets from Ticketmaster.com ONLY! The best way to ensure that a ticket is legitimate is to purchase your ticket directly from Ticketmaster.com or the Tacoma City Theaters Box Office. In doing so, you know that you are getting authorized tickets for your event."
Jabbawockeez,2/13/2025,2024-07-03T17:00:00Z,USD,57.21,107.21,There is an overall 12 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/2E0060D7B3AF0BF7/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Jabbawockeez Theater at MGM Grand Hotel & Casino,https://www.ticketmaster.com/jabbawockeez-theater-at-mgm-grand-hotel-tickets-las-vegas/venue/376924,
"Hell's Belles, Mardez",2/13/2025,2024-11-14T00:00:00Z,USD,29.83,29.83,,,,The Venice West,https://www.ticketweb.com/venue/the-venice-west-venice-ca/486445,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
The Amazing Beautiful Cheyloe and The Ok Handsome Kyle Thursday at The Nick,2/13/2025,2025-02-01T14:25:00Z,USD,5,5,,,,The Nick,https://www.ticketweb.com/venue/the-nick-birmingham-al/475725,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
Tavana,2/13/2025,2024-12-24T18:00:00Z,USD,25.4,43.69,,,,Blue Note Napa,https://www.ticketweb.com/venue/blue-note-napa-napa-ca/430225,"This event is 8 and over. Any ticket holder unable to present valid identification indicating that they are at least 8 years of age will not be admitted to this event, and will not be eligible for a refund. NO REFUNDS. NO SMOKING / VAPING INSIDE. NO OUTSIDE FOOD/DRINK. NO PROFESSIONAL CAMERAS (without permission). TICKET PDF'S ARE EMAILED TO YOU 48 HRS PRIOR TO SHOWTIME AGE LIMIT: Ages 8 + unless otherwise specified. No infants. HOUSE POLICIES: Tickets are priced per person. Seating is First-come, First-seated in the purchased section. PAIRS ARE SEATED OPPOSITE EACH OTHER UNLESS AT HIGH OR SIDE BAR SECTIONS. 2 Drink Minimum (coffee/sodas/mocktails) if not ordering food. Ages 8 + unless otherwise specified. No Infants. TICKETS EMAILED 48 hrs. PRIOR TO SHOWTIME VIA TICKETWEB Arrive 30 min prior to door time for optimal choice of seating. Policies are subject to change. HEALTH & SAFETY In line with all city and statewide mandates, we DO NOT require masks, proof of vaccination or a negative COVID test to enter our venue. We DO encourage you to be fully vaccinated All policies are SUBJECT TO CHANGE based on updated data including; infection rates, transmission data, variant changes, and any guideline updates from Federal, State or Local government agencies, or at the artist’s request. By purchasing a ticket, you expressly agree to comply with all Federal, State, and Local laws, ordinances, regulations, and the rules of BNNV, LLC and its affiliated companies when attending our event. Thank you for your cooperation regarding any set of circumstances. If you have any questions at all please contact us at boxoffice@bluenotenapa.com or call our box office at 707.880.2300 BNNV LLC and its affiliates will follow all government COVID-19 health & safety guidelines in place at the time of the event. Our entry requirements are subject to change based on updated data including; infection rates, transmission data, variant changes, and any guideline updates from Federal, State or Local government agencies. COVID-19 Warning: The venue will be adhering and following the state and local government guidelines to ensure your safety. Additionally, an inherent risk of exposure to COVID-19 exists in any public place where people gather. COVID-19 is an extremely contagious disease that can lead to severe illness and death. By attending, you assume all risks, hazards, and exposures, including COVID-19 or any other communicable disease arising from or relating in any way to the risk of contracting COVID-19, or any other communicable disease or illness, or a bacteria, virus or other pathogen capable of causing a communicable disease or illness, whether occurring before, during, or after the event, however caused or contracted, and voluntarily waive all claims and potential claims against BNNV, LLC and its partners or affiliated companies. By visiting the Blue Note Napa, you voluntarily assume all such risks. We encourage everyone to sign up for CA Notify as an added layer of protection for themselves and the community to receive alerts when they have been in close contact with someone who tests positive for COVID-19. We also encourage you to get vaccinated if you have not already! If you still need to get your vaccine, visit vaccines.gov or Covid19.ca.gov/vaccines for more information and to book your appointment."
CHUCK ISRAELS JAZZ ORCHESTRA,2/13/2025,2025-01-15T19:00:00Z,USD,20,180,,,,Jack London Revue,https://www.ticketweb.com/venue/jack-london-revue-portland-or/439545,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
LOVER'S LANE 2025 sounds by KEVIN CAPELLE and DJ KUSH,2/13/2025,2025-01-25T19:20:00Z,USD,11.55,11.55,,,,Heaven Can Wait,https://www.ticketweb.com/venue/heaven-can-wait-new-york-ny/455825,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
PRE-VALENTINE'S DAY,2/13/2025,2025-01-22T05:55:00Z,USD,18.98,18.98,,,,La Santa,https://www.ticketweb.com/venue/la-santa-santa-ana-ca/469735,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
Nick Shoulders and The Okay Crawdad,2/13/2025,2024-12-03T18:00:00Z,USD,32.42,32.42,,,,The Independent,https://www.ticketweb.com/venue/the-independent-san-francisco-ca/16302,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund. Support acts subject to change without refund."
Alex Lambert,2/13/2025,2024-11-26T21:05:00Z,USD,17,17,,,,Barboza,https://www.ticketweb.com/venue/barboza-seattle-wa/498195,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund. All sales are final. There are no refunds unless the event is cancelled or postponed Opening Acts are subject to change or cancelation at any time without notice. No refund will be owed if an Opening Act is changed or canceled. Doors times subject to change Tickets may not be resold or offered for resale. If we suspect tickets have been purchased for resale purposes only, we reserve the right to void or cancel the tickets without refund. Tickets obtained from unauthorized sources may be invalid, lost, stolen or counterfeit and if so, are void."
A Storm Large Valentine: Anticipation...Consummation...Walk of Shame,2/13/2025,2024-12-12T02:15:00Z,USD,66.15,66.15,,,,Feinstein's at The Nikko,https://www.ticketweb.com/venue/feinsteins-at-the-nikko-san-francisco-ca/251414,"What You Need to Know We have partnered with the Mason / O'Farrell garage, located 1/2-block across the street from Hotel Nikko with entrances on both Mason and O'Farrell. They offer Feinstein's patrons a validated rate of $15 for five-hours of parking when your ticket is stamped by a Feinstein's host! There are no refunds or exchanges except in specific circumstance. Please email Feinsteins@hotenikkosf.com with questions. We charge $10 for ticket exchanges to a different day of a specific performers run, if exchanging for another time we will issue a refund to you, we do not transfer OR store credit, either the value of tickets or actual tickets, To exchange your ticket: Please ""purchase"" the amount of tickets you need to exchange. Once completed, your original order will be exchanged within 24-hours. You will receive an updated confirmation email from Ticketweb with a new order number. https://bit.ly/FeinsteinsTicketExchangePurchase For questions, please email feinsteins@hotelnikkosf.com. At this time Feinstein's at the Nikko is following the guidelines and recommendations as set forth by the city of San Francisco and the state of California in regards to masking and vaccinations. We honor your personal choice of whether to wear a mask, and leave it up to the guest's discretion. Please note: while rare, some artist's may request that their audience stay masked during their show. We will alert audience members in advance should any visiting artist request masking. For further information - https://www.feinsteinssf.com/safety-protocols/"
The Robinson James Band,2/13/2025,2025-01-16T20:00:00Z,USD,9.24,19.53,,,,Ivan'z House at Mozambique,https://www.ticketweb.com/venue/ivanz-house-at-mozambique-laguna-beach-ca/399795,
"Do206 Presents: Joseph Pennell, Joe Day, Shay Carlucci",2/13/2025,2024-12-07T08:00:00Z,USD,15,15,,,,Chop Suey,https://www.ticketweb.com/venue/chop-suey-seattle-wa/19270,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
"Reverend Horton Heat w/Special Guests: Black Joe Lewis, Pinata Protest",2/13/2025,2024-10-17T17:00:00Z,USD,29.5,29.5,There is an 8 ticket llimit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/0900610F839B1B40/staticImage?type=png&systemId=HOST,LIVE NATION MUSIC,The Regent Theater,https://www.ticketmaster.com/the-regent-theater-tickets-los-angeles/venue/74649,The Regent Theater is located in DTLA at 448 S Main Street. The Regent is a cashless venue. For any ADA accommodations please email us at Access@RegentDTLA.com
